ProductCode,Name,Category,Brand,Type,FixedAssetType,CostingMethod,Length,Width,Height,Weight,CartonLength,CartonWidth,CartonHeight,CartonInnerQuantity,CartonQuantity,CartonVolume,WeightUnits,DimensionUnits,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierProductName,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AssemblyBOM,AutoAssemble,AutoDisassemble,DropShip,DropShipSupplier,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,DiscountName,ProductFamilySKU,ProductFamilyName,ProductFamilyOption1Name,ProductFamilyOption1Value,ProductFamilyOption2Name,ProductFamilyOption2Value,ProductFamilyOption3Name,ProductFamilyOption3Value,CommaDelimitedTags,StockLocator,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,PickZones,AlwaysShowQuantity,WarrantySetupName,InternalNote,ProductionBOM,MakeToOrderBom,QuantityToProduce,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10,HSCode,CountryOfOrigin
"70007447","70007447 VIOLA HEDERACEA 4LT","06.PERENNIALS G/COVERS","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"70007447",0.0000,0.0000,,,"","",0.0000000,52.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"-","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"70015534","70015534 WISTERIA FLORIBUNDA VIOLACEA PLENA 4L","03.CREEPERS","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"70015534",0.0000,0.0000,,,"","",0.0000000,108.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"-","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"70032190","70032190 VIOLA SORBET 15CM","04.SEEDLINGS","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"70032190",0.0000,0.0000,,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"-","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"70033767","70033767 ALAMANDA VIOLACEA","03.CREEPERS","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"70033767",0.0000,0.0000,,,"","",0.0000000,86.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"-","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"70038639","70038639 TULBHAGIA VIOLACEA 3LT","06.PERENNIALS G/COVERS","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"70038639",0.0000,0.0000,,,"","",0.0000000,39.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"-","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"70053408","70053408 TULBAGHIA VIOLACEA 15CM","06.PERENNIALS G/COVERS","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"70053408",0.0000,0.0000,,,"","",0.0000000,43.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"-","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"70053589","70053589 TULBACHIA VIOLACEA 15CM","06.PERENNIALS G/COVERS","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"70053589",0.0000,0.0000,,,"","",0.0000000,34.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"-","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"70060883","70060883 VIOLA ODORATE PINK 2L","06.PERENNIALS G/COVERS","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"70060883",0.0000,0.0000,,,"","",0.0000000,34.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"-","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"70067812","70067812 VIOLA ODORATA WHITE 15CM","06.PERENNIALS G/COVERS","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"70067812",0.0000,0.0000,,,"","",0.0000000,43.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"-","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 025","A1 SCREEN PRINT 1 COLOUR A4","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,12.4500,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","1 COLOUR A4","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 026","A1 SCREEN PRINT 1 COLOUR A5","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,12.4500,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","1 COLOUR A5","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 020","A1 SCREEN PRINT 1 COLOUR LEFT BREAST","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","1 COLOUR LEFT BREAST","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 018","A1 SCREEN PRINT 2 COLOUR A4","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.6000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","2 COLOUR A4","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 028","A1 SCREEN PRINT 2 COLOUR A5","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","2 COLOUR A5","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 038","A1 SCREEN PRINT 2 COLOUR LEFT BREAST","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,14.6000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","2 COLOUR LEFT BREAST","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 029","A1 SCREEN PRINT 3 COLOUR A4","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","3 COLOUR A4","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 030","A1 SCREEN PRINT 3 COLOUR A5","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","3 COLOUR A5","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 039","A1 SCREEN PRINT 3 COLOUR LEFT BREAST","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","3 COLOUR LEFT BREAST","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 031","A1 SCREEN PRINT 4 COLOUR A4","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","4 COLOUR A4","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 032","A1 SCREEN PRINT 4 COLOUR A5","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","4 COLOUR A5","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 027","A1 SCREEN PRINT 4 COLOUR LEFT BREAST","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","4 COLOUR LEFT BREAST","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 034","A1 SCREEN PRINT 5 COLOUR A5","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","5 COLOUR A5","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 041","A1 SCREEN PRINT 5 COLOUR LEFT BREAST","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","5 COLOUR LEFT BREAST","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 023","A1 SCREEN PRINT ARTWORK A4","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","ARTWORK A4","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 024","A1 SCREEN PRINT ARTWORK A5","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,385.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","ARTWORK A5","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 036","A1 SCREEN PRINT ARTWORK LEFT BREAST","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","ARTWORK LEFT BREAST","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"PRINT2-03-00","A1 SCREEN PRINT SETUP A4","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","SETUP A4","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"a1-screen-print - 035","A1 SCREEN PRINT SETUP LEFT BREAST","Service","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,EA,,,,,"","","","","","","","","","","","","a1-screen-print","A1 SCREEN PRINT","CUSTOM","SETUP LEFT BREAST","","","","","SERVICES","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"FAB-ACIDRE-FG","ACID RESISTANT FERN GREEN","MANUFACTURING","MR FARMER",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,Main Warehouse,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,36.7800,EA,,,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"1054X-007-85","Active sand  85 breast form","Other","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"",0.0000,0.0000,,ABC Distributors,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"1054X-007-95","Active sand  95 breast form","Other","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"",0.0000,0.0000,,ABC Distributors,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Item,,,,,"","","","","","","","","","","","","","","","","","","","","","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"AJFI-014286","Africa Map Kitchen Towel Clementine &amp; Green","Kitchen Linen","",Stock,,FIFO,60.0000,70.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,,,"","",0.0000000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,50.0000,Item,,,,,"","","","","","","","","","","","","AFRTEA","Africa Map Kitchen Towel","Colors","Clementine &amp; Green","","","","","","","","",ACTIVE,"<p>This Kitchen towel is woven with the map of Africa against a bold and striking colourful background, making it a stylish and unique way to show off your love of the continent.</p>
<p>The towel is woven with 100% African cotton for a soft and absorbent towel that is also durable. Whether you use it to dry dishes or wipe down counters, the Africa Map kitchen towel will add a touch of sophistication to your kitchen.</p>
<p>62 x 74cm / 24 x 30""</p>
<p>Pair with our <a href=""https://africanjacquard.com/product/metallic-bogolan-tablecloth/"" target=""_blank"" rel=""noopener"">Metallic Bogolan Tablecloths</a>.</p>","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"AJFI-013522","Africa Map Kitchen Towel Copper &amp; Black","Kitchen Linen","",Stock,,FIFO,62.0000,74.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,,,"","",0.0000000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,50.0000,Item,,,,,"","","","","","","","","","","","","AFRTEA","Africa Map Kitchen Towel","Colors","Copper &amp; Black","","","","","","","","",ACTIVE,"<p>This Kitchen towel is woven with the map of Africa against a bold and striking colourful background, making it a stylish and unique way to show off your love of the continent.</p>
<p>The towel is woven with 100% African cotton for a soft and absorbent towel that is also durable. Whether you use it to dry dishes or wipe down counters, the Africa Map kitchen towel will add a touch of sophistication to your kitchen.</p>
<p>62 x 74cm / 24 x 30""</p>
<p>Pair with our <a href=""https://africanjacquard.com/product/metallic-bogolan-tablecloth/"" target=""_blank"" rel=""noopener"">Metallic Bogolan Tablecloths</a>.</p>","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"AJFI-013520","Africa Map Kitchen Towel Gold &amp; Black","Kitchen Linen","",Stock,,FIFO,62.0000,74.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,,,"","",0.0000000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,50.0000,Item,,,,,"","","","","","","","","","","","","AFRTEA","Africa Map Kitchen Towel","Colors","Gold &amp; Black","","","","","","","","",ACTIVE,"<p>This Kitchen towel is woven with the map of Africa against a bold and striking colourful background, making it a stylish and unique way to show off your love of the continent.</p>
<p>The towel is woven with 100% African cotton for a soft and absorbent towel that is also durable. Whether you use it to dry dishes or wipe down counters, the Africa Map kitchen towel will add a touch of sophistication to your kitchen.</p>
<p>62 x 74cm / 24 x 30""</p>
<p>Pair with our <a href=""https://africanjacquard.com/product/metallic-bogolan-tablecloth/"" target=""_blank"" rel=""noopener"">Metallic Bogolan Tablecloths</a>.</p>","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"AJFI-014287","Africa Map Kitchen Towel Green &amp; Clementine","Kitchen Linen","",Stock,,FIFO,60.0000,70.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,,,"","",0.0000000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,50.0000,Item,,,,,"","","","","","","","","","","","","AFRTEA","Africa Map Kitchen Towel","Colors","Green &amp; Clementine","","","","","","","","",ACTIVE,"<p>This Kitchen towel is woven with the map of Africa against a bold and striking colourful background, making it a stylish and unique way to show off your love of the continent.</p>
<p>The towel is woven with 100% African cotton for a soft and absorbent towel that is also durable. Whether you use it to dry dishes or wipe down counters, the Africa Map kitchen towel will add a touch of sophistication to your kitchen.</p>
<p>62 x 74cm / 24 x 30""</p>
<p>Pair with our <a href=""https://africanjacquard.com/product/metallic-bogolan-tablecloth/"" target=""_blank"" rel=""noopener"">Metallic Bogolan Tablecloths</a>.</p>","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"AJFI-014283","Africa Map Kitchen Towel Lilac &amp; Pale Orange","Kitchen Linen","",Stock,,FIFO,60.0000,70.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"",0.0000,0.0000,,,"","",0.0000000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,50.0000,Item,,,,,"","","","","","","","","","","","","AFRTEA","Africa Map Kitchen Towel","Colors","Lilac &amp; Pale Orange","","","","","","","","",ACTIVE,"<p>This Kitchen towel is woven with the map of Africa against a bold and striking colourful background, making it a stylish and unique way to show off your love of the continent.</p>
<p>The towel is woven with 100% African cotton for a soft and absorbent towel that is also durable. Whether you use it to dry dishes or wipe down counters, the Africa Map kitchen towel will add a touch of sophistication to your kitchen.</p>
<p>62 x 74cm / 24 x 30""</p>
<p>Pair with our <a href=""https://africanjacquard.com/product/metallic-bogolan-tablecloth/"" target=""_blank"" rel=""noopener"">Metallic Bogolan Tablecloths</a>.</p>","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
